# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
 1215       1.325448581333e-10       2.720486255997e-12       8.910543443126e-13       1.411050965105e-14      -6.537106150550e-14       2.395650267336e-14       2.667168363794e-15       1.530574794884e-16      -6.148750177618e-17 
 1216       1.319388072146e-10       2.745406725921e-12       8.994922298990e-13       1.411627167362e-14      -6.610029068723e-14       2.192682045065e-14       2.658498912405e-15       1.579872829786e-16      -6.240571484332e-17 
 1217       1.313333090306e-10       2.770413469069e-12       9.056662434537e-13       1.412250786844e-14      -6.684044597111e-14       1.998229407226e-14       2.649863942464e-15       1.630049882965e-16      -6.331040545333e-17 
 1218       1.307285363105e-10       2.795495401706e-12       9.095895917105e-13       1.412921173060e-14      -6.759116568627e-14       1.812325184168e-14       2.641263321908e-15       1.681029232130e-16      -6.420167526122e-17 
 1219       1.301246628652e-10       2.820641366384e-12       9.112756235291e-13       1.413637670052e-14      -6.835208555625e-14       1.635002204118e-14       2.632696916364e-15       1.732733632261e-16      -6.507962696362e-17 
 1220       1.295218635894e-10       2.845840131782e-12       9.107378302243e-13       1.414399616377e-14      -6.912283869349e-14       1.466293293027e-14       2.624164589139e-15       1.785085314521e-16      -6.594436430121e-17 
 1221       1.289203144634e-10       2.871080392565e-12       9.079898458958e-13       1.415206345098e-14      -6.990305559383e-14       1.306231274410e-14       2.615666201216e-15       1.838005985178e-16      -6.679599206111e-17 
 1222       1.283201925559e-10       2.896350769223e-12       9.030454477574e-13       1.416057183771e-14      -7.069236413105e-14       1.154848969192e-14       2.607201611247e-15       1.891416824519e-16      -6.763461607930e-17 
 1223       1.277216760254e-10       2.921639807925e-12       8.959185564667e-13       1.416951454433e-14      -7.149038955137e-14       1.012179195549e-14       2.598770675547e-15       1.945238485764e-16      -6.846034324300e-17 
 1224       1.271249441232e-10       2.946935980367e-12       8.866232364543e-13       1.417888473590e-14      -7.229675446794e-14       8.782547687521e-15       2.590373248089e-15       1.999391093981e-16      -6.927328149312e-17 
 1225       1.265301771948e-10       2.972227683619e-12       8.751736962534e-13       1.418867552204e-14      -7.311107885537e-14       7.531085010089e-15       2.582009180497e-15       2.053794245007e-16      -7.007353982662e-17 
 1226       1.259375566826e-10       2.997503239973e-12       8.615842888295e-13       1.419887995683e-14      -7.393298004423e-14       6.367732013090e-15       2.573678322041e-15       2.108367004361e-16      -7.086122829897e-17 
 1227       1.253472651280e-10       3.022750896796e-12       8.458695119093e-13       1.420949103867e-14      -7.476207271558e-14       5.292816752653e-15       2.565380519631e-15       2.163027906157e-16      -7.163645802650e-17 
 1228       1.247594861730e-10       3.047958826372e-12       8.280440083109e-13       1.422050171017e-14      -7.559796889546e-14       4.306667249574e-15       2.557115617810e-15       2.217694952028e-16      -7.239934118885e-17 
 1229       1.241744045634e-10       3.073115125756e-12       8.081225662724e-13       1.423190485802e-14      -7.644027794940e-14       3.409611487749e-15       2.548883458747e-15       2.272285610031e-16      -7.314999103133e-17 
 1230       1.235922061499e-10       3.098207816620e-12       7.861201197824e-13       1.424369331288e-14      -7.728860657694e-14       2.601977412598e-15       2.540683882235e-15       2.326716813573e-16      -7.388852186740e-17 
 1231       1.230130778911e-10       3.123224845103e-12       7.620517489084e-13       1.425585984926e-14      -7.814255880615e-14       1.884092929503e-15       2.532516725683e-15       2.380904960321e-16      -7.461504908101e-17 
 1232       1.224372078550e-10       3.148154081656e-12       7.359326801272e-13       1.426839718537e-14      -7.900173598810e-14       1.256285902232e-15       2.524381824107e-15       2.434765911121e-16      -7.532968912902e-17 
 1233       1.218647852217e-10       3.172983320897e-12       7.077782866536e-13       1.428129798305e-14      -7.986573679142e-14       7.188841513734e-16       2.516279010129e-15       2.488214988910e-16      -7.603255954364e-17 
 1234       1.212960002853e-10       3.197700281453e-12       6.776040887704e-13       1.429455484761e-14      -8.073415719678e-14       2.722154527632e-16       2.508208113968e-15       2.541166977639e-16      -7.672377893479e-17 
 1235       1.207310444561e-10       3.222292605812e-12       6.454257541578e-13       1.430816032772e-14      -8.160659049142e-14      -8.339246408273e-17       2.500168963434e-15       2.593536121180e-16      -7.740346699256e-17 
 1236       1.201701102628e-10       3.246747860172e-12       6.112590982224e-13       1.432210691530e-14      -8.248262726361e-14      -3.476119175394e-16       2.492161383925e-15       2.645236122249e-16      -7.807174448957e-17 
 1237       1.196133913547e-10       3.271053534287e-12       5.751200844273e-13       1.433638704537e-14      -8.336185539726e-14      -5.201152754421e-16       2.484185198417e-15       2.696180141319e-16      -7.872873328338e-17 
 1238       1.190610825036e-10       3.295197041317e-12       5.370248246213e-13       1.435099309597e-14      -8.424386006631e-14      -6.005749566563e-16       2.476240227460e-15       2.746280795537e-16      -7.937455631893e-17 
 1239       1.185133796065e-10       3.319165717679e-12       4.969895793682e-13       1.436591738802e-14      -8.512822372933e-14      -5.886634326477e-16       2.468326289172e-15       2.795450157638e-16      -8.000933763094e-17 
 1240       1.179704796871e-10       3.342946822890e-12       4.550307582765e-13       1.438115218518e-14      -8.601452612400e-14      -4.840532290513e-16       2.460443199234e-15       2.843599754863e-16      -8.063320234626e-17 
 1241       1.174325808988e-10       3.366527539421e-12       4.111649203287e-13       1.439668969375e-14      -8.690234426160e-14      -2.864169272418e-16       2.452590770882e-15       2.890640567874e-16      -8.124627668637e-17 
 1242       1.168998825258e-10       3.389894972543e-12       3.654087742109e-13       1.441252206256e-14      -8.779125242157e-14       4.572834096686e-18       2.444768814902e-15       2.936483029672e-16      -8.184868796971e-17 
 1243       1.163725849863e-10       3.413036150174e-12       3.177791786424e-13       1.442864138282e-14      -8.868082214596e-14       3.892433574013e-16       2.436977139625e-15       2.981037024509e-16      -8.244056461411e-17 
 1244       1.158508898340e-10       3.435938022731e-12       2.682931427048e-13       1.444503968804e-14      -8.957062223398e-14       8.679218846602e-16       2.429215550918e-15       3.024211886806e-16      -8.302203613923e-17 
 1245       1.153349997606e-10       3.458587462978e-12       2.169678261717e-13       1.446170895385e-14      -9.046021873653e-14       1.440935595843e-15       2.421483852182e-15       3.065916400071e-16      -8.359323316891e-17 
 1246       1.148250950388e-10       3.480972487561e-12       1.638234513351e-13       1.447864082764e-14      -9.134919677630e-14       2.108395769291e-15       2.413781862861e-15       3.106084307910e-16      -8.415426172814e-17 
 1247       1.143212625446e-10       3.503085937617e-12       1.088920752133e-13       1.449582581403e-14      -9.223722629964e-14       2.869547494433e-15       2.406109474228e-15       3.144751176848e-16      -8.470512579894e-17 
 1248       1.138235659066e-10       3.524921841047e-12       5.220892091669e-14       1.451325407957e-14      -9.312399708526e-14       3.723412326540e-15       2.398466594240e-15       3.181978433137e-16      -8.524580386068e-17 
 1249       1.133320689899e-10       3.546474194690e-12      -6.190523959191e-15       1.453091572205e-14      -9.400919698471e-14       4.669003414459e-15       2.390853129080e-15       3.217827933347e-16      -8.577627451349e-17 
 1250       1.128468358965e-10       3.567736964262e-12      -6.627050677945e-14       1.454880077035e-14      -9.489251191858e-14       5.705325482375e-15       2.383268983148e-15       3.252361965248e-16      -8.629651647875e-17 
 1251       1.123679309653e-10       3.588704084301e-12      -1.279950093155e-13       1.456689918427e-14      -9.577362587275e-14       6.831374811571e-15       2.375714059061e-15       3.285643248704e-16      -8.680650859945e-17 
 1252       1.118954187727e-10       3.609369458110e-12      -1.913277471908e-13       1.458520085444e-14      -9.665222089452e-14       8.046139222189e-15       2.368188257643e-15       3.317734936552e-16      -8.730622984066e-17 
 1253       1.114293641331e-10       3.629726957699e-12      -2.562321693264e-13       1.460369560216e-14      -9.752797708883e-14       9.348598054990e-15       2.360691477926e-15       3.348700615492e-16      -8.779565928994e-17 
 1254       1.109698320989e-10       3.649770423728e-12      -3.226714573867e-13       1.462237317923e-14      -9.840057261447e-14       1.073772215312e-14       2.353223617141e-15       3.378604306971e-16      -8.827477615772e-17 
 1255       1.105168879611e-10       3.669493665452e-12      -3.906085252250e-13       1.464122326784e-14      -9.926968368025e-14       1.221247384385e-14       2.345784570716e-15       3.407510468073e-16      -8.874355977780e-17 
 1256       1.100705972496e-10       3.688890460660e-12      -4.600060183295e-13       1.466023548042e-14      -1.001349845412e-13       1.377180692037e-14       2.338374232272e-15       3.435483992402e-16      -8.920198960769e-17 
 1257       1.096310257333e-10       3.707954555621e-12      -5.308263132684e-13       1.467939935948e-14      -1.009961474949e-13       1.541466662353e-14       2.330992493616e-15       3.462590210969e-16      -8.965004522909e-17 
 1258       1.091982394210e-10       3.726679665028e-12      -6.030315171363e-13       1.469870437752e-14      -1.018528428773e-13       1.713998962360e-14       2.323639244737e-15       3.488894893079e-16      -9.008770634829e-17 
 1259       1.087723045611e-10       3.745059471936e-12      -6.765834669992e-13       1.471813993681e-14      -1.027047390593e-13       1.894670400202e-14       2.316314373804e-15       3.514464247217e-16      -9.051495279657e-17 
 1260       1.083532876424e-10       3.763087627710e-12      -7.514437293406e-13       1.473769536933e-14      -1.035515024430e-13       2.083372923319e-14       2.309017767158e-15       3.539364921933e-16      -9.093176453066e-17 
 1261       1.079412553943e-10       3.780757751964e-12      -8.275735995070e-13       1.475735993657e-14      -1.043927974574e-13       2.279997616621e-14       2.301749309312e-15       3.563664006732e-16      -9.133812163314e-17 
 1262       1.075362747872e-10       3.798063432508e-12      -9.049341011534e-13       1.477712282941e-14      -1.052282865550e-13       2.484434700665e-14       2.294508882939e-15       3.587429032955e-16      -9.173400431288e-17 
 1263       1.071384130325e-10       3.814998225286e-12      -9.834859856896e-13       1.479697316799e-14      -1.060576302081e-13       2.696573529829e-14       2.287296368876e-15       3.610727974670e-16      -9.211939290543e-17 
 1264       1.067477375837e-10       3.831555654323e-12      -1.063189731725e-12       1.481690000154e-14      -1.068804869045e-13       2.916302590493e-14       2.280111646113e-15       3.633629249557e-16      -9.249426787345e-17 
 1265       1.063643161360e-10       3.847729211667e-12      -1.144005544515e-12       1.483689230826e-14      -1.076965131441e-13       3.143509499207e-14       2.272954591794e-15       3.656201719790e-16      -9.285860980717e-17 
 1266       1.059882166270e-10       3.863512357332e-12      -1.225893355407e-12       1.485693899518e-14      -1.085053634352e-13       3.378081000876e-14       2.265825081205e-15       3.678514692932e-16      -9.321239942475e-17 
 1267       1.056195072369e-10       3.878898519236e-12      -1.308812821283e-12       1.487702889799e-14      -1.093066902901e-13       3.619902966929e-14       2.258722987778e-15       3.700637922812e-16      -9.355561757276e-17 
 1268       1.052582563891e-10       3.893881093154e-12      -1.392723324011e-12       1.489715078095e-14      -1.101001442220e-13       3.868860393500e-14       2.251648183081e-15       3.722641610418e-16      -9.388824522656e-17 
